Assets Type,InstanceID,Path,Tag,Description,bbox_min_meters,bbox_max_meters
IndustrialPart,IndustrialPart.l.6,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M006.usd,DNA:D_{J}(ax),"Functional Features: This object is an industrial fixture or clamping component. Functionally, it is used to locate, support, press, or align workpieces and auxiliary modules so that machining, assembly, inspection, and robotic handling can be repeated with stable positioning. It is suitable for machine tools, assembly jigs, palletized workstations, inspection benches, and maintenance fixtures where parts need constrained motion, clear mounting references, and reliable mechanical support.
Visual Features: Visually, the model presents an orange circular fixture plate with a large central opening, concentric bolt patterns, recessed screw pockets, and rounded outside corners. The material appears to be machined steel, aluminum, or coated engineering metal, with matte to semi-gloss faces, chamfered edges, and visible bolt holes that make mounting and adjustment points easy to identify. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.09628099948167801, -0.07579600065946579, -0.018926000222563744)","(0.09167899936437607, 0.07660400122404099, 0.01873200014233589)"
IndustrialPart,IndustrialPart.l.7,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M007.usd,DNA:D_{J}(ay),"Functional Features: This object is an industrial fixture or clamping component. Functionally, it is used to locate, support, press, or align workpieces and auxiliary modules so that machining, assembly, inspection, and robotic handling can be repeated with stable positioning. It is suitable for machine tools, assembly jigs, palletized workstations, inspection benches, and maintenance fixtures where parts need constrained motion, clear mounting references, and reliable mechanical support.
Visual Features: Visually, the model presents a gray segmented collet sleeve with vertical slots, tapered jaws, and a cylindrical bore for gripping round stock. The material appears to be machined steel, aluminum, or coated engineering metal, with matte to semi-gloss faces, chamfered edges, and visible bolt holes that make mounting and adjustment points easy to identify. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.05747399851679802, -0.10317199677228928, -0.057500001043081284)","(0.05747399851679802, 0.0768280029296875, 0.05749800056219101)"
IndustrialPart,IndustrialPart.l.8,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M008.usd,DNA:D_{J}(az),"Functional Features: This object is a flange or mounting interface component. Functionally, it provides a rigid bolted connection between shafts, housings, pipes, bearings, or machine modules while helping maintain coaxial alignment and load transfer. It is suitable for motor mounts, rotary assemblies, pipeline joints, gearboxes, fixture bases, and industrial equipment frames that require repeatable assembly and accurate positioning.
Visual Features: Visually, the model presents a silver stepped cylindrical flange with a projecting sleeve, a circular bolt ring, and a smooth machined inner bore. The material appears to be machined metal, often aluminum or steel, with smooth circular bores, flat bolting faces, chamfered edges, and satin or polished surfaces suited to precise mounting. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.08799999952316284, -0.08801600337028503, -0.0355289988219738)","(0.08799999952316284, 0.08797699958086014, 0.056471001356840134)"
IndustrialPart,IndustrialPart.l.9,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M009.usd,DNA:D_{J}(ba),"Functional Features: This object is an industrial fixture or clamping component. Functionally, it is used to locate, support, press, or align workpieces and auxiliary modules so that machining, assembly, inspection, and robotic handling can be repeated with stable positioning. It is suitable for machine tools, assembly jigs, palletized workstations, inspection benches, and maintenance fixtures where parts need constrained motion, clear mounting references, and reliable mechanical support.
Visual Features: Visually, the model presents a black triangular support bracket carrying three circular bearing-like openings, ribbed side structure, and raised mounting pads. The material appears to be machined steel, aluminum, or coated engineering metal, with matte to semi-gloss faces, chamfered edges, and visible bolt holes that make mounting and adjustment points easy to identify. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.08771400153636932, -0.07329799979925156, -0.013057000003755093)","(0.08775199949741364, 0.09501499682664871, 0.01398599985986948)"
IndustrialPart,IndustrialPart.l.10,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M010.usd,DNA:D_{J}(bb),"Functional Features: This object is an electronic enclosure or protective housing. Functionally, it is used to hold sensors, circuit boards, connectors, lamps, or small control modules while protecting them from dust, incidental impact, and handling damage. It is suitable for automation cabinets, robotic end effectors, inspection devices, warehouse equipment, and embedded machine-control stations where electronics need a compact protective shell.
Visual Features: Visually, the model presents a gold tubular manifold-like housing with side branches, knurled collars, threaded caps, and a long narrow outlet tube. The material appears to be molded plastic, translucent resin, or coated metal, with smooth walls, rounded corners, shallow recesses, and clean molded or machined surfaces for compact device packaging. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.026000000536441803, -0.007000000216066837, -0.015444000251591206)","(0.03400000184774399, 0.1679999977350235, 0.015510999597609043)"
IndustrialPart,IndustrialPart.l.11,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M011.usd,DNA:D_{J}(bc),"Functional Features: This object is an electronic enclosure or protective housing. Functionally, it is used to hold sensors, circuit boards, connectors, lamps, or small control modules while protecting them from dust, incidental impact, and handling damage. It is suitable for automation cabinets, robotic end effectors, inspection devices, warehouse equipment, and embedded machine-control stations where electronics need a compact protective shell.
Visual Features: Visually, the model presents a black square ring housing with a large central circular aperture, thick corner bosses, and bolt holes around the frame. The material appears to be molded plastic, translucent resin, or coated metal, with smooth walls, rounded corners, shallow recesses, and clean molded or machined surfaces for compact device packaging. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.07992299646139145, -0.0800430029630661, -0.022115999832749367)","(0.08007200062274933, 0.07995100319385529, 0.02399500086903572)"
IndustrialPart,IndustrialPart.l.12,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M012.usd,DNA:D_{J}(bd),"Functional Features: This object is an industrial fixture or clamping component. Functionally, it is used to locate, support, press, or align workpieces and auxiliary modules so that machining, assembly, inspection, and robotic handling can be repeated with stable positioning. It is suitable for machine tools, assembly jigs, palletized workstations, inspection benches, and maintenance fixtures where parts need constrained motion, clear mounting references, and reliable mechanical support.
Visual Features: Visually, the model presents a gray rectangular clamp block with rounded vertical sides, two top socket fasteners, and small lower locating pins. The material appears to be machined steel, aluminum, or coated engineering metal, with matte to semi-gloss faces, chamfered edges, and visible bolt holes that make mounting and adjustment points easy to identify. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.06350000202655792, 0.0, -0.15240000188350677)","(0.0, 0.07620000094175339, 0.0)"
IndustrialPart,IndustrialPart.l.13,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M013.usd,DNA:D_{J}(be),"Functional Features: This object is a manufacturing tool or tool-holder component. Functionally, it is used to hold, guide, operate, or interface with workpieces during machining, assembly, adjustment, or manual service. It is suitable for workshops, inspection stations, machine setup, robotic tooling preparation, and maintenance tasks where operators need repeatable handling and controlled contact with parts.
Visual Features: Visually, the model presents a gray cylindrical slotted tool holder with a long body, split top jaws, and a centered internal bore. The material appears to be metal or hard engineering plastic, with handle-like geometry, split jaws, smooth grips, and practical surfaces intended for repeated workshop handling. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.029208999127149582, -0.08972799777984619, -0.02920999936759472)","(0.029099000617861748, 0.06108500063419342, 0.02920999936759472)"
IndustrialPart,IndustrialPart.l.14,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M014.usd,DNA:D_{J}(bf),"Functional Features: This object is an industrial fixture or clamping component. Functionally, it is used to locate, support, press, or align workpieces and auxiliary modules so that machining, assembly, inspection, and robotic handling can be repeated with stable positioning. It is suitable for machine tools, assembly jigs, palletized workstations, inspection benches, and maintenance fixtures where parts need constrained motion, clear mounting references, and reliable mechanical support.
Visual Features: Visually, the model presents a dark upright yoke clamp with stepped jaws, side holes, a central pin area, and contrasting light metal contact faces. The material appears to be machined steel, aluminum, or coated engineering metal, with matte to semi-gloss faces, chamfered edges, and visible bolt holes that make mounting and adjustment points easy to identify. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.04509500041604042, -0.055764999240636826, -0.01889299973845482)","(0.049710001796483994, 0.0822329968214035, 0.04758699983358383)"
IndustrialPart,IndustrialPart.l.15,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M015.usd,DNA:D_{J}(bg),"Functional Features: This object is an industrial fixture or clamping component. Functionally, it is used to locate, support, press, or align workpieces and auxiliary modules so that machining, assembly, inspection, and robotic handling can be repeated with stable positioning. It is suitable for machine tools, assembly jigs, palletized workstations, inspection benches, and maintenance fixtures where parts need constrained motion, clear mounting references, and reliable mechanical support.
Visual Features: Visually, the model presents a flat gray polygonal clamp plate with beveled edges, two cylindrical mounting bosses, and screw holes near the perimeter. The material appears to be machined steel, aluminum, or coated engineering metal, with matte to semi-gloss faces, chamfered edges, and visible bolt holes that make mounting and adjustment points easy to identify. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.02164899930357933, -0.07212399691343307, -0.07213699817657471)","(0.027219999581575394, 0.07212399691343307, 0.07211100310087204)"
IndustrialPart,IndustrialPart.l.16,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M016.usd,DNA:D_{J}(bh),"Functional Features: This object is an optical, sensing, or illumination-related component. Functionally, it is used to mount, protect, guide, or expose lenses, sensors, light paths, or inspection heads for machine vision and detection tasks. It is suitable for robotic perception, quality inspection, barcode reading, alignment stations, safety sensors, and automated workcells that depend on stable optical positioning.
Visual Features: Visually, the model presents a gray optical or rotary support module with a round flanged disk, radial spokes, a vertical shaft, and base mounting feet. The material appears to combine coated plastic, metal, and transparent lens-like elements, with smooth cylindrical apertures, dark inner openings, and clean surfaces that help control light and sensor alignment. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.05155299976468086, -0.05494000017642975, -0.05147799849510193)","(0.05798399820923805, 0.0990459993481636, 0.03424699977040291)"
IndustrialPart,IndustrialPart.l.17,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M017.usd,DNA:D_{J}(bi),"Functional Features: This object is a transmission or motion-transfer component. Functionally, it helps transmit torque, guide rotation, support sliding motion, or connect moving mechanical modules. It is suitable for conveyors, rotary fixtures, small gearboxes, linear guides, robot tooling, and machine drives where controlled movement, alignment, and mechanical load transfer are required.
Visual Features: Visually, the model presents a gray transmission spool with upper and lower flanges, a central column, small fasteners, and a compact base collar. The material appears to be machined metal or durable coated engineering material, with circular bores, pins, hubs, ribs, and smooth load-bearing faces for motion transfer. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.05945099890232086, -0.06413000077009201, -0.05945900082588196)","(0.05947199836373329, 0.06261599808931351, 0.05945900082588196)"
IndustrialPart,IndustrialPart.l.18,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M018.usd,DNA:D_{J}(bj),"Functional Features: This object is an industrial fixture or clamping component. Functionally, it is used to locate, support, press, or align workpieces and auxiliary modules so that machining, assembly, inspection, and robotic handling can be repeated with stable positioning. It is suitable for machine tools, assembly jigs, palletized workstations, inspection benches, and maintenance fixtures where parts need constrained motion, clear mounting references, and reliable mechanical support.
Visual Features: Visually, the model presents a cylindrical gray grip element with a dark knurled band, hexagonal top nut, bottom pin, and fine textured side surface. The material appears to be machined steel, aluminum, or coated engineering metal, with matte to semi-gloss faces, chamfered edges, and visible bolt holes that make mounting and adjustment points easy to identify. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.031049000099301338, -0.06410600244998932, -0.03099999949336052)","(0.030949000269174576, 0.06139399856328964, 0.03099999949336052)"
IndustrialPart,IndustrialPart.l.19,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M019.usd,DNA:D_{J}(bk),"Functional Features: This object is an industrial fixture or clamping component. Functionally, it is used to locate, support, press, or align workpieces and auxiliary modules so that machining, assembly, inspection, and robotic handling can be repeated with stable positioning. It is suitable for machine tools, assembly jigs, palletized workstations, inspection benches, and maintenance fixtures where parts need constrained motion, clear mounting references, and reliable mechanical support.
Visual Features: Visually, the model presents a gray semicircular pedestal housing with a large circular seat, raised front cover, and a flat rectangular mounting base. The material appears to be machined steel, aluminum, or coated engineering metal, with matte to semi-gloss faces, chamfered edges, and visible bolt holes that make mounting and adjustment points easy to identify. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.030855000019073486, -0.040654998272657394, -0.06002800166606903)","(0.02934500016272068, 0.06734500080347061, 0.05997199937701225)"
IndustrialPart,IndustrialPart.l.20,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M020.usd,DNA:D_{J}(bl),"Functional Features: This object is a flange or mounting interface component. Functionally, it provides a rigid bolted connection between shafts, housings, pipes, bearings, or machine modules while helping maintain coaxial alignment and load transfer. It is suitable for motor mounts, rotary assemblies, pipeline joints, gearboxes, fixture bases, and industrial equipment frames that require repeatable assembly and accurate positioning.
Visual Features: Visually, the model presents a metallic circular flange with a square projecting hub, four bolt holes, and a polished machined face. The material appears to be machined metal, often aluminum or steel, with smooth circular bores, flat bolting faces, chamfered edges, and satin or polished surfaces suited to precise mounting. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.05749800056219101, -0.057500001043081284, -0.013113000430166721)","(0.05749800056219101, 0.057500001043081284, 0.028387000784277916)"
IndustrialPart,IndustrialPart.l.21,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M021.usd,DNA:D_{J}(bm),"Functional Features: This object is an industrial fixture or clamping component. Functionally, it is used to locate, support, press, or align workpieces and auxiliary modules so that machining, assembly, inspection, and robotic handling can be repeated with stable positioning. It is suitable for machine tools, assembly jigs, palletized workstations, inspection benches, and maintenance fixtures where parts need constrained motion, clear mounting references, and reliable mechanical support.
Visual Features: Visually, the model presents a light blue pillow-block support with a central cylindrical bore, triangular base wings, and two flat mounting holes. The material appears to be machined steel, aluminum, or coated engineering metal, with matte to semi-gloss faces, chamfered edges, and visible bolt holes that make mounting and adjustment points easy to identify. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.038100000470876694, -0.015127000398933887, -0.05714999884366989)","(0.038100000470876694, 0.03242100030183792, 0.05714999884366989)"
IndustrialPart,IndustrialPart.l.22,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M022.usd,DNA:D_{J}(bn),"Functional Features: This object is an industrial fixture or clamping component. Functionally, it is used to locate, support, press, or align workpieces and auxiliary modules so that machining, assembly, inspection, and robotic handling can be repeated with stable positioning. It is suitable for machine tools, assembly jigs, palletized workstations, inspection benches, and maintenance fixtures where parts need constrained motion, clear mounting references, and reliable mechanical support.
Visual Features: Visually, the model presents a tall rectangular yoke block with a central window, dark inner cavity, top semicircular notch, and side slot. The material appears to be machined steel, aluminum, or coated engineering metal, with matte to semi-gloss faces, chamfered edges, and visible bolt holes that make mounting and adjustment points easy to identify. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.030205000191926956, -0.05458400025963783, -0.025061000138521194)","(0.029795000329613686, 0.05941599979996681, 0.024939000606536865)"
IndustrialPart,IndustrialPart.l.23,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M023.usd,DNA:D_{J}(bo),"Functional Features: This object is an industrial fixture or clamping component. Functionally, it is used to locate, support, press, or align workpieces and auxiliary modules so that machining, assembly, inspection, and robotic handling can be repeated with stable positioning. It is suitable for machine tools, assembly jigs, palletized workstations, inspection benches, and maintenance fixtures where parts need constrained motion, clear mounting references, and reliable mechanical support.
Visual Features: Visually, the model presents a rounded vertical yoke block with a window cutout, a top saddle groove, side slot, and smooth gray cylindrical body. The material appears to be machined steel, aluminum, or coated engineering metal, with matte to semi-gloss faces, chamfered edges, and visible bolt holes that make mounting and adjustment points easy to identify. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.03531799837946892, -0.05400099977850914, -0.03506699949502945)","(0.03468199819326401, 0.059999000281095505, 0.034933000802993774)"
IndustrialPart,IndustrialPart.l.24,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M024.usd,DNA:D_{J}(bp),"Functional Features: This object is an industrial fixture or clamping component. Functionally, it is used to locate, support, press, or align workpieces and auxiliary modules so that machining, assembly, inspection, and robotic handling can be repeated with stable positioning. It is suitable for machine tools, assembly jigs, palletized workstations, inspection benches, and maintenance fixtures where parts need constrained motion, clear mounting references, and reliable mechanical support.
Visual Features: Visually, the model presents a U-shaped gray clamp bracket with black inset plates, side hinge rollers, rounded corners, and visible socket screws. The material appears to be machined steel, aluminum, or coated engineering metal, with matte to semi-gloss faces, chamfered edges, and visible bolt holes that make mounting and adjustment points easy to identify. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.05586500093340874, -0.0538490004837513, -0.012001999653875828)","(0.048909999430179596, 0.05384700000286102, 0.016699999570846558)"
IndustrialPart,IndustrialPart.l.25,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M025.usd,DNA:D_{J}(bq),"Functional Features: This object is an industrial fixture or clamping component. Functionally, it is used to locate, support, press, or align workpieces and auxiliary modules so that machining, assembly, inspection, and robotic handling can be repeated with stable positioning. It is suitable for machine tools, assembly jigs, palletized workstations, inspection benches, and maintenance fixtures where parts need constrained motion, clear mounting references, and reliable mechanical support.
Visual Features: Visually, the model presents a dark blue hinge clamp block with multiple countersunk holes, side pivots, and stacked rectangular jaws. The material appears to be machined steel, aluminum, or coated engineering metal, with matte to semi-gloss faces, chamfered edges, and visible bolt holes that make mounting and adjustment points easy to identify. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.04445299878716469, -0.04581199958920479, -0.03071100078523159)","(0.044447001069784164, 0.05578799918293953, 0.027765000239014626)"
IndustrialPart,IndustrialPart.l.26,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M026.usd,DNA:D_{J}(br),"Functional Features: This object is a transmission or motion-transfer component. Functionally, it helps transmit torque, guide rotation, support sliding motion, or connect moving mechanical modules. It is suitable for conveyors, rotary fixtures, small gearboxes, linear guides, robot tooling, and machine drives where controlled movement, alignment, and mechanical load transfer are required.
Visual Features: Visually, the model presents a gray C-shaped transmission bracket with two protruding pins, bolt holes, rounded corners, and a bridge-like open throat. The material appears to be machined metal or durable coated engineering material, with circular bores, pins, hubs, ribs, and smooth load-bearing faces for motion transfer. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.033876001834869385, -0.02918500080704689, -0.04870999976992607)","(0.03609900176525116, 0.041402000933885574, 0.037849001586437225)"
IndustrialPart,IndustrialPart.l.27,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M027.usd,DNA:D_{J}(bs),"Functional Features: This object is a flange or mounting interface component. Functionally, it provides a rigid bolted connection between shafts, housings, pipes, bearings, or machine modules while helping maintain coaxial alignment and load transfer. It is suitable for motor mounts, rotary assemblies, pipeline joints, gearboxes, fixture bases, and industrial equipment frames that require repeatable assembly and accurate positioning.
Visual Features: Visually, the model presents a gray circular flanged pulley-like disk with concentric rings, a raised central boss, side slots, and small pin details. The material appears to be machined metal, often aluminum or steel, with smooth circular bores, flat bolting faces, chamfered edges, and satin or polished surfaces suited to precise mounting. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.05060200020670891, -0.050606001168489456, -0.015363999642431736)","(0.05060200020670891, 0.050592999905347824, 0.02115200087428093)"
IndustrialPart,IndustrialPart.l.28,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M028.usd,DNA:D_{J}(bt),"Functional Features: This object is a flange or mounting interface component. Functionally, it provides a rigid bolted connection between shafts, housings, pipes, bearings, or machine modules while helping maintain coaxial alignment and load transfer. It is suitable for motor mounts, rotary assemblies, pipeline joints, gearboxes, fixture bases, and industrial equipment frames that require repeatable assembly and accurate positioning.
Visual Features: Visually, the model presents a compact dark flange block with a rounded triangular footprint, a large vertical bore, and smaller auxiliary holes. The material appears to be machined metal, often aluminum or steel, with smooth circular bores, flat bolting faces, chamfered edges, and satin or polished surfaces suited to precise mounting. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.05465700104832649, -0.025012999773025513, -0.03400000184774399)","(0.044342998415231705, 0.024986999109387398, 0.03400000184774399)"
IndustrialPart,IndustrialPart.l.29,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M029.usd,DNA:D_{J}(bu),"Functional Features: This object is an industrial fixture or clamping component. Functionally, it is used to locate, support, press, or align workpieces and auxiliary modules so that machining, assembly, inspection, and robotic handling can be repeated with stable positioning. It is suitable for machine tools, assembly jigs, palletized workstations, inspection benches, and maintenance fixtures where parts need constrained motion, clear mounting references, and reliable mechanical support.
Visual Features: Visually, the model presents a gold tubular clamp or connector with a long hollow barrel, hex collar, stepped rings, and a smooth cylindrical outlet. The material appears to be machined steel, aluminum, or coated engineering metal, with matte to semi-gloss faces, chamfered edges, and visible bolt holes that make mounting and adjustment points easy to identify. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.013500000350177288, -0.04064000025391579, -0.015510999597609043)","(0.013500000350177288, 0.04836000129580498, 0.015510999597609043)"
IndustrialPart,IndustrialPart.l.30,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M030.usd,DNA:D_{J}(bv),"Functional Features: This object is a vacuum suction or adsorption component. Functionally, it is used to grip, seal, lift, or cushion workpieces by creating contact pressure or vacuum force. It is suitable for pick-and-place robots, packaging lines, electronics assembly, logistics sorting, glass or plastic handling, and automated feeding systems where non-destructive temporary gripping is needed.
Visual Features: Visually, the model presents a gray suction nozzle body with a hexagonal lower shape, vertical neck, internal bore, and broad rounded shoulders. The material appears to mix rubber, silicone, plastic, and small metal inserts, with flexible bellows, soft contact lips, glossy or frosted surfaces, and threaded connector areas for vacuum hardware. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.013500000350177288, -0.04064000025391579, -0.015510999597609043)","(0.013500000350177288, 0.04836000129580498, 0.015510999597609043)"
IndustrialPart,IndustrialPart.l.31,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M031.usd,DNA:D_{J}(bw),"Functional Features: This object is a flange or mounting interface component. Functionally, it provides a rigid bolted connection between shafts, housings, pipes, bearings, or machine modules while helping maintain coaxial alignment and load transfer. It is suitable for motor mounts, rotary assemblies, pipeline joints, gearboxes, fixture bases, and industrial equipment frames that require repeatable assembly and accurate positioning.
Visual Features: Visually, the model presents a pale green pillow-block flange support with a central circular bore, sloped side walls, and base holes. The material appears to be machined metal, often aluminum or steel, with smooth circular bores, flat bolting faces, chamfered edges, and satin or polished surfaces suited to precise mounting. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.034949999302625656, -0.01635099947452545, -0.044449999928474426)","(0.034949999302625656, 0.02510100044310093, 0.044449999928474426)"
IndustrialPart,IndustrialPart.l.32,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M032.usd,DNA:D_{J}(bx),"Functional Features: This object is an industrial fixture or clamping component. Functionally, it is used to locate, support, press, or align workpieces and auxiliary modules so that machining, assembly, inspection, and robotic handling can be repeated with stable positioning. It is suitable for machine tools, assembly jigs, palletized workstations, inspection benches, and maintenance fixtures where parts need constrained motion, clear mounting references, and reliable mechanical support.
Visual Features: Visually, the model presents a white upright angle fixture with a slotted base, vertical plate, rectangular recesses, and several small mounting holes. The material appears to be machined steel, aluminum, or coated engineering metal, with matte to semi-gloss faces, chamfered edges, and visible bolt holes that make mounting and adjustment points easy to identify. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.025767000392079353, -0.029227999970316887, -0.039758000522851944)","(0.02523300051689148, 0.058772001415491104, 0.027542000636458397)"
IndustrialPart,IndustrialPart.l.33,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M033.usd,DNA:D_{J}(by),"Functional Features: This object is a fastening or securing component. Functionally, it is used to lock, clamp, space, or connect mechanical parts so that assemblies remain stable under vibration, repeated service, and positioning loads. It is suitable for machine frames, brackets, bearing seats, modular fixtures, robotic tools, and maintenance assemblies where quick installation and dependable mechanical retention are required.
Visual Features: Visually, the model presents a white bracket-like fastener body with a slanted upper opening, square window, lower cutout, and flat bolted base. The material appears to be steel, brass, aluminum, or dark coated metal, with machined holes, threads, ribs, pins, and robust matte surfaces designed for repeated tightening and service. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.024000000208616257, -0.03920700028538704, -0.028913000598549843)","(0.024000000208616257, 0.04724099859595299, 0.029186999425292015)"
IndustrialPart,IndustrialPart.l.34,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M034.usd,DNA:D_{J}(bz),"Functional Features: This object is a flange or mounting interface component. Functionally, it provides a rigid bolted connection between shafts, housings, pipes, bearings, or machine modules while helping maintain coaxial alignment and load transfer. It is suitable for motor mounts, rotary assemblies, pipeline joints, gearboxes, fixture bases, and industrial equipment frames that require repeatable assembly and accurate positioning.
Visual Features: Visually, the model presents a gray ribbed cylindrical ring with stepped shoulders, a central bore, and repeated circumferential grooves. The material appears to be machined metal, often aluminum or steel, with smooth circular bores, flat bolting faces, chamfered edges, and satin or polished surfaces suited to precise mounting. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.023422999307513237, -0.04299800097942352, -0.0430000014603138)","(0.024576999247074127, 0.04299800097942352, 0.0430000014603138)"
IndustrialPart,IndustrialPart.l.35,/media/simple/another_Documents/isaacsim_assets/device_data/usdz/Part/M035.usd,DNA:D_{J}(ca),"Functional Features: This object is a flange or mounting interface component. Functionally, it provides a rigid bolted connection between shafts, housings, pipes, bearings, or machine modules while helping maintain coaxial alignment and load transfer. It is suitable for motor mounts, rotary assemblies, pipeline joints, gearboxes, fixture bases, and industrial equipment frames that require repeatable assembly and accurate positioning.
Visual Features: Visually, the model presents a silver block flange with a horizontal cylindrical bore, flat base wings, and four corner mounting holes. The material appears to be machined metal, often aluminum or steel, with smooth circular bores, flat bolting faces, chamfered edges, and satin or polished surfaces suited to precise mounting. Overall, the simplified CAD-style geometry emphasizes the part's working clearances, connection points, and installation orientation for downstream scene construction and retrieval.","(-0.04267200082540512, -0.026352999731898308, -0.03811800107359886)","(0.04267200082540512, 0.035367999225854874, 0.038081999868154526)"
